,ori,data_year,offense,state_abbr,cleared,actual
6,DE0010800,2017,violent-crime,DE,0,1
7,DE0010900,2017,violent-crime,DE,0,0
8,DE0011700,2017,violent-crime,DE,0,0
9,DE0011800,2017,violent-crime,DE,3,3
10,DE0012000,2017,violent-crime,DE,3,4
11,DE0012200,2017,violent-crime,DE,0,1
12,DE0012300,2017,violent-crime,DE,4,8
13,DE0012600,2017,violent-crime,DE,5,9
14,DE001300X,2017,violent-crime,DE,1,0
15,DE0013100,2017,violent-crime,DE,6,8
16,DE0013200,2017,violent-crime,DE,3,16
17,DE0020100,2017,violent-crime,DE,2,3
18,DE0020200,2017,violent-crime,DE,62,79
19,DE0020300,2017,violent-crime,DE,609,970
0,DE0010100,2018,violent-crime,DE,244,317
1,DE0010200,2018,violent-crime,DE,40,41
2,DE0010300,2018,violent-crime,DE,38,56
3,DE0010400,2018,violent-crime,DE,12,13
4,DE0010600,2018,violent-crime,DE,10,17
5,DE0010700,2018,violent-crime,DE,3,3
6,DE0010800,2018,violent-crime,DE,0,0
7,DE0010900,2018,violent-crime,DE,0,0
8,DE0011700,2018,violent-crime,DE,0,0
9,DE0011800,2018,violent-crime,DE,1,2
10,DE0012000,2018,violent-crime,DE,13,20
11,DE0012200,2018,violent-crime,DE,1,1
12,DE0012300,2018,violent-crime,DE,1,2
13,DE0012600,2018,violent-crime,DE,1,3
14,DE0013100,2018,violent-crime,DE,5,5
15,DE0013200,2018,violent-crime,DE,2,7
16,DE0020100,2018,violent-crime,DE,2,3
17,DE0020200,2018,violent-crime,DE,49,67
18,DE0020300,2018,violent-crime,DE,678,921
19,DE0020400,2018,violent-crime,DE,11,17
0,DE0010100,2019,violent-crime,DE,227,343
1,DE0010200,2019,violent-crime,DE,30,37
2,DE0010300,2019,violent-crime,DE,20,36
3,DE0010400,2019,violent-crime,DE,4,7
4,DE0010600,2019,violent-crime,DE,7,7
5,DE0010700,2019,violent-crime,DE,1,3
6,DE0010800,2019,violent-crime,DE,0,1
7,DE0010900,2019,violent-crime,DE,0,0
8,DE0011700,2019,violent-crime,DE,0,0
9,DE0011800,2019,violent-crime,DE,1,0
10,DE0012000,2019,violent-crime,DE,7,8
11,DE0012200,2019,violent-crime,DE,0,0
12,DE0012300,2019,violent-crime,DE,1,3
13,DE0012600,2019,violent-crime,DE,5,6
14,DE001300X,2019,violent-crime,DE,1,1
15,DE0013100,2019,violent-crime,DE,3,4
16,DE0013200,2019,violent-crime,DE,5,9
17,DE0020100,2019,violent-crime,DE,8,8
18,DE0020200,2019,violent-crime,DE,46,50
19,DE0020300,2019,violent-crime,DE,689,998
0,DE0010100,2010,property-crime,DE,890,2126
1,DE0010200,2010,property-crime,DE,39,149
2,DE0010300,2010,property-crime,DE,84,274
3,DE0010400,2010,property-crime,DE,143,227
4,DE0010600,2010,property-crime,DE,6,29
5,DE0010700,2010,property-crime,DE,3,19
6,DE0011700,2010,property-crime,DE,5,6
7,DE0011800,2010,property-crime,DE,4,25
8,DE0012000,2010,property-crime,DE,5,25
9,DE0012100,2010,property-crime,DE,2,23
10,DE0012300,2010,property-crime,DE,2,58
11,DE0012600,2010,property-crime,DE,2,18
12,DE0013100,2010,property-crime,DE,5,33
13,DE0013200,2010,property-crime,DE,6,55
14,DE0020100,2010,property-crime,DE,1,17
15,DE0020200,2010,property-crime,DE,144,412
16,DE0020300,2010,property-crime,DE,897,6637
17,DE0020400,2010,property-crime,DE,68,255
18,DE0020500,2010,property-crime,DE,267,947
19,DE0020600,2010,property-crime,DE,567,4166
0,DE0010100,2011,property-crime,DE,969,2248
1,DE0010200,2011,property-crime,DE,45,171
2,DE0010300,2011,property-crime,DE,94,308
3,DE0010400,2011,property-crime,DE,124,224
4,DE0010600,2011,property-crime,DE,11,45
5,DE0010700,2011,property-crime,DE,7,19
6,DE0011700,2011,property-crime,DE,3,4
7,DE0011800,2011,property-crime,DE,3,20
8,DE0012000,2011,property-crime,DE,6,31
9,DE0012100,2011,property-crime,DE,2,19
10,DE0012300,2011,property-crime,DE,13,74
11,DE0012600,2011,property-crime,DE,6,28
12,DE001300X,2011,property-crime,DE,0,0
13,DE0013100,2011,property-crime,DE,6,33
14,DE0013200,2011,property-crime,DE,7,62
15,DE0020100,2011,property-crime,DE,1,9
16,DE0020200,2011,property-crime,DE,196,407
17,DE0020300,2011,property-crime,DE,574,6157
18,DE0020400,2011,property-crime,DE,120,307
19,DE0020500,2011,property-crime,DE,175,961
0,DE0010100,2012,property-crime,DE,1023,2189
1,DE0010200,2012,property-crime,DE,66,193
2,DE0010300,2012,property-crime,DE,104,327
3,DE0010400,2012,property-crime,DE,210,295
4,DE0010600,2012,property-crime,DE,8,41
5,DE0010700,2012,property-crime,DE,14,33
6,DE0010900,2012,property-crime,DE,1,1
7,DE0011700,2012,property-crime,DE,4,3
8,DE0011800,2012,property-crime,DE,5,33
9,DE0012000,2012,property-crime,DE,0,16
10,DE0012100,2012,property-crime,DE,3,13
11,DE0012300,2012,property-crime,DE,6,61
12,DE0012600,2012,property-crime,DE,6,17
13,DE001300X,2012,property-crime,DE,0,1
14,DE0013100,2012,property-crime,DE,9,27
15,DE0013200,2012,property-crime,DE,12,63
16,DE0020100,2012,property-crime,DE,2,13
17,DE0020200,2012,property-crime,DE,182,470
18,DE0020300,2012,property-crime,DE,1133,6301
19,DE0020400,2012,property-crime,DE,114,295
0,DE0010100,2013,property-crime,DE,905,2093
1,DE0010200,2013,property-crime,DE,86,163
2,DE0010300,2013,property-crime,DE,82,328
3,DE0010400,2013,property-crime,DE,186,279
4,DE0010600,2013,property-crime,DE,18,53
5,DE0010700,2013,property-crime,DE,11,29
6,DE0010800,2013,property-crime,DE,0,2
7,DE0011700,2013,property-crime,DE,4,5
8,DE0011800,2013,property-crime,DE,3,20
9,DE0012000,2013,property-crime,DE,4,10
10,DE0012100,2013,property-crime,DE,1,18
11,DE0012300,2013,property-crime,DE,6,83
12,DE0012600,2013,property-crime,DE,6,16
13,DE001300X,2013,property-crime,DE,0,1
14,DE0013100,2013,property-crime,DE,6,22
15,DE0013200,2013,property-crime,DE,16,119
16,DE0020100,2013,property-crime,DE,4,13
17,DE0020200,2013,property-crime,DE,152,335
18,DE0020300,2013,property-crime,DE,1063,5629
19,DE0020400,2013,property-crime,DE,109,293
0,DE0010100,2014,property-crime,DE,787,1872
1,DE0010200,2014,property-crime,DE,55,137
2,DE0010300,2014,property-crime,DE,109,324
3,DE0010400,2014,property-crime,DE,226,311
4,DE0010600,2014,property-crime,DE,11,38
5,DE0010700,2014,property-crime,DE,10,31
6,DE0010800,2014,property-crime,DE,1,6
7,DE0011700,2014,property-crime,DE,2,2
8,DE0011800,2014,property-crime,DE,5,24
9,DE0011900,2014,property-crime,DE,0,0
10,DE0012000,2014,property-crime,DE,9,28
11,DE0012200,2014,property-crime,DE,5,16
12,DE0012300,2014,property-crime,DE,6,76
13,DE0012600,2014,property-crime,DE,8,18
14,DE001300X,2014,property-crime,DE,1,0
15,DE0013100,2014,property-crime,DE,10,14
16,DE0013200,2014,property-crime,DE,16,91
17,DE0013300,2014,property-crime,DE,0,1
18,DE0020100,2014,property-crime,DE,4,18
19,DE0020200,2014,property-crime,DE,234,470
0,DE0010100,2015,property-crime,DE,791,1995
1,DE0010200,2015,property-crime,DE,45,106
2,DE0010300,2015,property-crime,DE,107,302
3,DE0010400,2015,property-crime,DE,157,228
4,DE0010600,2015,property-crime,DE,6,31
5,DE0010700,2015,property-crime,DE,13,30
6,DE0010800,2015,property-crime,DE,3,6
7,DE0011700,2015,property-crime,DE,0,0
8,DE0011800,2015,property-crime,DE,3,20
9,DE0011900,2015,property-crime,DE,0,0
10,DE0012000,2015,property-crime,DE,4,15
11,DE0012200,2015,property-crime,DE,1,21
12,DE0012300,2015,property-crime,DE,6,62
13,DE0012600,2015,property-crime,DE,8,26
14,DE001300X,2015,property-crime,DE,1,1
15,DE0013100,2015,property-crime,DE,3,29
16,DE0013200,2015,property-crime,DE,10,89
17,DE0020100,2015,property-crime,DE,4,15
18,DE0020200,2015,property-crime,DE,258,514
19,DE0020300,2015,property-crime,DE,831,4510
0,DE0010100,2016,property-crime,DE,743,1880
1,DE0010200,2016,property-crime,DE,39,110
2,DE0010300,2016,property-crime,DE,80,311
3,DE0010400,2016,property-crime,DE,132,196
4,DE0010600,2016,property-crime,DE,10,37
5,DE0010700,2016,property-crime,DE,5,21
6,DE0010800,2016,property-crime,DE,3,11
7,DE0010900,2016,property-crime,DE,0,0
8,DE0011700,2016,property-crime,DE,0,1
9,DE0011800,2016,property-crime,DE,1,15
10,DE0012000,2016,property-crime,DE,2,8
11,DE0012200,2016,property-crime,DE,0,19
12,DE0012300,2016,property-crime,DE,3,81
13,DE0012600,2016,property-crime,DE,11,21
14,DE001300X,2016,property-crime,DE,1,1
15,DE0013100,2016,property-crime,DE,6,22
16,DE0013200,2016,property-crime,DE,17,119
17,DE0013300,2016,property-crime,DE,0,1
18,DE001500X,2016,property-crime,DE,1,1
19,DE0020100,2016,property-crime,DE,3,11
0,DE0010100,2017,property-crime,DE,614,1666
1,DE0010200,2017,property-crime,DE,44,122
2,DE0010300,2017,property-crime,DE,84,283
3,DE0010400,2017,property-crime,DE,100,180
4,DE0010600,2017,property-crime,DE,9,29
5,DE0010700,2017,property-crime,DE,13,31
6,DE0010800,2017,property-crime,DE,1,3
7,DE0010900,2017,property-crime,DE,0,1
8,DE0011700,2017,property-crime,DE,1,4
9,DE0011800,2017,property-crime,DE,1,11
10,DE0012000,2017,property-crime,DE,6,13
11,DE0012200,2017,property-crime,DE,2,23
12,DE0012300,2017,property-crime,DE,14,118
13,DE0012600,2017,property-crime,DE,10,31
14,DE001300X,2017,property-crime,DE,0,2
15,DE0013100,2017,property-crime,DE,3,13
16,DE0013200,2017,property-crime,DE,10,100
17,DE0020100,2017,property-crime,DE,4,8
18,DE0020200,2017,property-crime,DE,228,457
19,DE0020300,2017,property-crime,DE,760,4296
0,DE0010100,2018,property-crime,DE,603,1806
1,DE0010200,2018,property-crime,DE,48,105
2,DE0010300,2018,property-crime,DE,81,267
3,DE0010400,2018,property-crime,DE,76,144
4,DE0010600,2018,property-crime,DE,6,28
5,DE0010700,2018,property-crime,DE,9,26
6,DE0010800,2018,property-crime,DE,0,2
7,DE0010900,2018,property-crime,DE,1,4
8,DE0011700,2018,property-crime,DE,4,6
9,DE0011800,2018,property-crime,DE,3,13
10,DE0012000,2018,property-crime,DE,1,4
11,DE0012200,2018,property-crime,DE,3,12
12,DE0012300,2018,property-crime,DE,3,75
13,DE0012600,2018,property-crime,DE,8,22
14,DE0013100,2018,property-crime,DE,5,13
15,DE0013200,2018,property-crime,DE,10,75
16,DE0020100,2018,property-crime,DE,0,5
17,DE0020200,2018,property-crime,DE,206,430
18,DE0020300,2018,property-crime,DE,738,4458
19,DE0020400,2018,property-crime,DE,45,233
0,DE0010100,2019,property-crime,DE,714,2057
1,DE0010200,2019,property-crime,DE,32,77
2,DE0010300,2019,property-crime,DE,89,246
3,DE0010400,2019,property-crime,DE,90,173
4,DE0010600,2019,property-crime,DE,11,35
5,DE0010700,2019,property-crime,DE,7,17
6,DE0010800,2019,property-crime,DE,0,2
7,DE0010900,2019,property-crime,DE,0,1
8,DE0011700,2019,property-crime,DE,5,9
9,DE0011800,2019,property-crime,DE,5,19
10,DE0012000,2019,property-crime,DE,1,3
11,DE0012200,2019,property-crime,DE,2,22
12,DE0012300,2019,property-crime,DE,12,88
13,DE0012600,2019,property-crime,DE,6,27
14,DE001300X,2019,property-crime,DE,0,0
15,DE0013100,2019,property-crime,DE,8,23
16,DE0013200,2019,property-crime,DE,12,65
17,DE0020100,2019,property-crime,DE,2,8
18,DE0020200,2019,property-crime,DE,243,470
19,DE0020300,2019,property-crime,DE,850,4125
0,FL0010000,2010,violent-crime,FL,384,596
1,FL0010100,2010,violent-crime,FL,590,906
2,FL0010400,2010,violent-crime,FL,15,23
3,FL0010600,2010,violent-crime,FL,13,16
4,FL0010800,2010,violent-crime,FL,23,42
5,FL0012700,2010,violent-crime,FL,0,2
6,FL0014000,2010,violent-crime,FL,0,1
7,FL0019000,2010,violent-crime,FL,2,3
8,FL0020000,2010,violent-crime,FL,51,58
9,FL0029000,2010,violent-crime,FL,0,0
10,FL0030000,2010,violent-crime,FL,322,358
11,FL0030100,2010,violent-crime,FL,201,277
12,FL0030400,2010,violent-crime,FL,0,4
13,FL0030500,2010,violent-crime,FL,48,59
14,FL0030600,2010,violent-crime,FL,58,94
15,FL0030700,2010,violent-crime,FL,34,58
16,FL0031100,2010,violent-crime,FL,0,0
17,FL0032600,2010,violent-crime,FL,14,15
18,FL0034000,2010,violent-crime,FL,1,1
19,FL0040000,2010,violent-crime,FL,61,62
0,FL0010000,2011,violent-crime,FL,400,581
1,FL0010100,2011,violent-crime,FL,583,912
2,FL0010400,2011,violent-crime,FL,8,21
3,FL0010600,2011,violent-crime,FL,7,10
4,FL0010800,2011,violent-crime,FL,33,30
5,FL0012500,2011,violent-crime,FL,5,11
6,FL0012700,2011,violent-crime,FL,0,0
7,FL0014000,2011,violent-crime,FL,0,0
8,FL0019000,2011,violent-crime,FL,1,3
9,FL0020000,2011,violent-crime,FL,55,46
10,FL0029000,2011,violent-crime,FL,0,0
11,FL0030000,2011,violent-crime,FL,311,344
12,FL0030100,2011,violent-crime,FL,189,316
13,FL0030400,2011,violent-crime,FL,4,5
14,FL0030500,2011,violent-crime,FL,52,66
15,FL0030600,2011,violent-crime,FL,62,84
16,FL0030700,2011,violent-crime,FL,45,66
17,FL0031100,2011,violent-crime,FL,0,0
18,FL0031300,2011,violent-crime,FL,0,0
19,FL0032600,2011,violent-crime,FL,30,33
0,FL0010000,2012,violent-crime,FL,371,583
1,FL0010100,2012,violent-crime,FL,585,851
2,FL0010400,2012,violent-crime,FL,15,30
3,FL0010600,2012,violent-crime,FL,14,18
4,FL0010800,2012,violent-crime,FL,25,40
5,FL0012500,2012,violent-crime,FL,2,11
6,FL0012700,2012,violent-crime,FL,0,1
7,FL0019000,2012,violent-crime,FL,0,0
8,FL0020000,2012,violent-crime,FL,54,63
9,FL0029000,2012,violent-crime,FL,1,1
10,FL0030000,2012,violent-crime,FL,286,336
11,FL0030100,2012,violent-crime,FL,199,285
12,FL0030400,2012,violent-crime,FL,2,6
13,FL0030500,2012,violent-crime,FL,48,55
14,FL0030600,2012,violent-crime,FL,79,102
15,FL0030700,2012,violent-crime,FL,50,59
16,FL0031100,2012,violent-crime,FL,0,0
17,FL0031300,2012,violent-crime,FL,0,0
18,FL0032600,2012,violent-crime,FL,21,22
19,FL0039000,2012,violent-crime,FL,3,5
0,FL0010000,2013,violent-crime,FL,365,534
1,FL0010100,2013,violent-crime,FL,511,806
2,FL0010400,2013,violent-crime,FL,8,21
3,FL0010600,2013,violent-crime,FL,9,10
4,FL0010800,2013,violent-crime,FL,20,36
5,FL0012500,2013,violent-crime,FL,3,17
6,FL0012700,2013,violent-crime,FL,0,1
7,FL0019000,2013,violent-crime,FL,0,5
8,FL0020000,2013,violent-crime,FL,61,94
9,FL0029000,2013,violent-crime,FL,0,0
10,FL0030000,2013,violent-crime,FL,296,329
11,FL0030100,2013,violent-crime,FL,224,322
12,FL0030400,2013,violent-crime,FL,6,8
13,FL0030500,2013,violent-crime,FL,40,43
14,FL0030600,2013,violent-crime,FL,96,99
15,FL0030700,2013,violent-crime,FL,53,63
16,FL0031100,2013,violent-crime,FL,0,0
17,FL0031300,2013,violent-crime,FL,0,0
18,FL0032600,2013,violent-crime,FL,17,20
19,FL0040000,2013,violent-crime,FL,73,85
0,FL0010000,2014,violent-crime,FL,349,572
1,FL0010100,2014,violent-crime,FL,526,817
2,FL0010400,2014,violent-crime,FL,4,14
3,FL0010600,2014,violent-crime,FL,12,15
4,FL0010800,2014,violent-crime,FL,14,33
5,FL0012700,2014,violent-crime,FL,1,1
6,FL0019000,2014,violent-crime,FL,0,0
7,FL0020000,2014,violent-crime,FL,51,136
8,FL0029000,2014,violent-crime,FL,0,1
9,FL0030000,2014,violent-crime,FL,278,321
10,FL0030100,2014,violent-crime,FL,252,343
11,FL0030400,2014,violent-crime,FL,4,9
12,FL0030500,2014,violent-crime,FL,35,44
13,FL0030600,2014,violent-crime,FL,95,123
14,FL0030700,2014,violent-crime,FL,49,50
15,FL0031100,2014,violent-crime,FL,0,0
16,FL0031300,2014,violent-crime,FL,0,0
17,FL0032600,2014,violent-crime,FL,17,14
18,FL0040000,2014,violent-crime,FL,76,85
19,FL0040100,2014,violent-crime,FL,24,24
0,FL0010000,2015,violent-crime,FL,328,543
1,FL0010100,2015,violent-crime,FL,573,930
2,FL0010400,2015,violent-crime,FL,12,25
3,FL0010600,2015,violent-crime,FL,13,15
4,FL0010800,2015,violent-crime,FL,14,33
5,FL0012700,2015,violent-crime,FL,0,0
6,FL0019000,2015,violent-crime,FL,0,0
7,FL0020000,2015,violent-crime,FL,62,125
8,FL0029000,2015,violent-crime,FL,0,0
9,FL0030000,2015,violent-crime,FL,298,338
10,FL0030100,2015,violent-crime,FL,228,345
11,FL0030400,2015,violent-crime,FL,0,6
12,FL0030500,2015,violent-crime,FL,48,64
13,FL0030600,2015,violent-crime,FL,92,135
14,FL0030700,2015,violent-crime,FL,45,51
15,FL0031100,2015,violent-crime,FL,2,2
16,FL0031300,2015,violent-crime,FL,0,0
17,FL0032600,2015,violent-crime,FL,9,12
18,FL0040000,2015,violent-crime,FL,45,48
19,FL0040100,2015,violent-crime,FL,40,45
0,FL0010000,2016,violent-crime,FL,288,519
1,FL0010100,2016,violent-crime,FL,492,870
2,FL0010400,2016,violent-crime,FL,10,15
3,FL0010600,2016,violent-crime,FL,7,10
4,FL0010800,2016,violent-crime,FL,20,42
5,FL0012700,2016,violent-crime,FL,0,0
6,FL0019000,2016,violent-crime,FL,0,1
7,FL0020000,2016,violent-crime,FL,60,118
8,FL0029000,2016,violent-crime,FL,0,0
9,FL0030000,2016,violent-crime,FL,326,375
10,FL0030100,2016,violent-crime,FL,236,276
11,FL0030400,2016,violent-crime,FL,2,5
12,FL0030500,2016,violent-crime,FL,44,49
13,FL0030600,2016,violent-crime,FL,86,118
14,FL0030700,2016,violent-crime,FL,42,53
15,FL0031100,2016,violent-crime,FL,0,0
16,FL0031300,2016,violent-crime,FL,0,0
17,FL0032600,2016,violent-crime,FL,22,21
18,FL0040000,2016,violent-crime,FL,55,75
19,FL0040100,2016,violent-crime,FL,51,53
0,FL0010000,2017,violent-crime,FL,371,617
1,FL0010100,2017,violent-crime,FL,528,952
2,FL0010400,2017,violent-crime,FL,6,14
3,FL0010600,2017,violent-crime,FL,11,13
4,FL0010800,2017,violent-crime,FL,19,40
5,FL0012700,2017,violent-crime,FL,0,0
6,FL0019000,2017,violent-crime,FL,2,9
7,FL0029000,2017,violent-crime,FL,1,3
8,FL0030000,2017,violent-crime,FL,301,357
9,FL0030100,2017,violent-crime,FL,261,332
10,FL0030400,2017,violent-crime,FL,1,5
11,FL0030500,2017,violent-crime,FL,30,31
12,FL0030600,2017,violent-crime,FL,96,109
13,FL0030700,2017,violent-crime,FL,35,40
14,FL0031100,2017,violent-crime,FL,0,0
15,FL0031300,2017,violent-crime,FL,0,0
16,FL0032600,2017,violent-crime,FL,24,25
17,FL0040000,2017,violent-crime,FL,46,55
18,FL0040100,2017,violent-crime,FL,41,42
19,FL0040300,2017,violent-crime,FL,6,3
0,FL0010000,2018,violent-crime,FL,361,734
1,FL0010100,2018,violent-crime,FL,500,989
2,FL0010400,2018,violent-crime,FL,4,13
3,FL0010600,2018,violent-crime,FL,7,16
4,FL0010800,2018,violent-crime,FL,26,54
5,FL0012700,2018,violent-crime,FL,0,1
6,FL0012900,2018,violent-crime,FL,0,0
7,FL0015000,2018,violent-crime,FL,0,0
8,FL0018000,2018,violent-crime,FL,0,0
9,FL0019000,2018,violent-crime,FL,0,4
10,FL0020000,2018,violent-crime,FL,58,94
11,FL002040X,2018,violent-crime,FL,0,0
12,FL002500X,2018,violent-crime,FL,0,0
13,FL0028000,2018,violent-crime,FL,0,0
14,FL0029000,2018,violent-crime,FL,0,1
15,FL0030000,2018,violent-crime,FL,266,327
16,FL0030100,2018,violent-crime,FL,190,234
17,FL0030400,2018,violent-crime,FL,2,4
18,FL0030500,2018,violent-crime,FL,30,37
19,FL0030600,2018,violent-crime,FL,89,110
0,FL0010000,2019,violent-crime,FL,372,738
1,FL0010100,2019,violent-crime,FL,389,928
2,FL0010400,2019,violent-crime,FL,14,28
3,FL0010600,2019,violent-crime,FL,4,16
4,FL0010800,2019,violent-crime,FL,21,41
5,FL0012700,2019,violent-crime,FL,2,3
6,FL0012900,2019,violent-crime,FL,0,0
7,FL0015000,2019,violent-crime,FL,0,0
8,FL0018000,2019,violent-crime,FL,0,0
9,FL0019000,2019,violent-crime,FL,11,11
10,FL0020000,2019,violent-crime,FL,98,121
11,FL002040X,2019,violent-crime,FL,0,0
12,FL002500X,2019,violent-crime,FL,0,0
13,FL0028000,2019,violent-crime,FL,0,0
14,FL0029000,2019,violent-crime,FL,0,0
15,FL0030000,2019,violent-crime,FL,292,360
16,FL0030100,2019,violent-crime,FL,175,228
17,FL0030400,2019,violent-crime,FL,1,4
18,FL0030500,2019,violent-crime,FL,18,51
19,FL0030600,2019,violent-crime,FL,97,133
0,FL0010000,2010,property-crime,FL,400,2788
1,FL0010100,2010,property-crime,FL,1641,5404
2,FL0010400,2010,property-crime,FL,34,133
3,FL0010600,2010,property-crime,FL,80,516
4,FL0010800,2010,property-crime,FL,34,278
5,FL0012700,2010,property-crime,FL,0,55
6,FL0014000,2010,property-crime,FL,0,2
7,FL0019000,2010,property-crime,FL,0,1
8,FL0020000,2010,property-crime,FL,164,336
9,FL0029000,2010,property-crime,FL,0,0
10,FL0030000,2010,property-crime,FL,1333,2816
11,FL0030100,2010,property-crime,FL,836,2423
12,FL0030400,2010,property-crime,FL,8,64
13,FL0030500,2010,property-crime,FL,64,353
14,FL0030600,2010,property-crime,FL,444,1069
15,FL0030700,2010,property-crime,FL,237,592
16,FL0031100,2010,property-crime,FL,0,17
17,FL0032600,2010,property-crime,FL,127,206
18,FL0034000,2010,property-crime,FL,0,10
19,FL0040000,2010,property-crime,FL,131,344
0,FL0010000,2011,property-crime,FL,459,2495
1,FL0010100,2011,property-crime,FL,1636,5356
2,FL0010400,2011,property-crime,FL,22,157
3,FL0010600,2011,property-crime,FL,63,504
4,FL0010800,2011,property-crime,FL,61,292
5,FL0012500,2011,property-crime,FL,3,56
6,FL0012700,2011,property-crime,FL,8,78
7,FL0014000,2011,property-crime,FL,1,2
8,FL0019000,2011,property-crime,FL,2,3
9,FL0020000,2011,property-crime,FL,149,312
10,FL0029000,2011,property-crime,FL,1,1
11,FL0030000,2011,property-crime,FL,1495,2728
12,FL0030100,2011,property-crime,FL,707,2281
13,FL0030400,2011,property-crime,FL,5,65
14,FL0030500,2011,property-crime,FL,92,446
15,FL0030600,2011,property-crime,FL,467,1111
16,FL0030700,2011,property-crime,FL,243,499
17,FL0031100,2011,property-crime,FL,2,14
18,FL0031300,2011,property-crime,FL,3,3
19,FL0032600,2011,property-crime,FL,178,269
0,FL0010000,2012,property-crime,FL,416,2403
1,FL0010100,2012,property-crime,FL,1629,5201
2,FL0010400,2012,property-crime,FL,23,165
3,FL0010600,2012,property-crime,FL,81,507
4,FL0010800,2012,property-crime,FL,37,231
5,FL0012500,2012,property-crime,FL,4,50
6,FL0012700,2012,property-crime,FL,7,45
7,FL0019000,2012,property-crime,FL,2,3
8,FL0020000,2012,property-crime,FL,131,293
9,FL0029000,2012,property-crime,FL,4,4
10,FL0030000,2012,property-crime,FL,1498,2694
11,FL0030100,2012,property-crime,FL,1349,2307
12,FL0030400,2012,property-crime,FL,3,40
13,FL0030500,2012,property-crime,FL,86,355
14,FL0030600,2012,property-crime,FL,594,1292
15,FL0030700,2012,property-crime,FL,236,560
